"hanzi","part_symbol","relation","position"
"騬","馬","component","1"
"騭","陟","component","1"
"騭","馬","component","2"
"騮","留","component","2"
"騮","馬","component","1"
"騯","旁","component","2"
"騯","馬","component","1"
"騰","月","component","1"
"騰","駦","component","2"
"騱","奚","component","2"
"騱","馬","component","1"
"騲","草","component","2"
"騲","馬","component","1"
"騳","馬","component","1"
"騴","晏","component","2"
"騴","馬","component","1"
"騵","原","component","2"
"騵","馬","component","1"
"騶","芻","component","2"
"騶","馬","component","1"
"騷","蚤","component","2"
"騷","馬","component","1"
"騸","扇","component","2"
"騸","馬","component","1"
"騹","堇","component","2"
"騹","馬","component","1"
"騺","執","component","1"
"騺","馬","component","2"
"騻","爽","component","2"
"騻","馬","component","1"
"騼","馬","component","1"
"騼","鹿","component","2"
"騽","習","component","2"
"騽","馬","component","1"
"騾","累","component","2"
"騾","馬","component","1"
"騿","章","component","2"
"騿","馬","component","1"
"驀","莫","component","1"
"驀","馬","component","2"
"驁","敖","component","1"
"驁","馬","component","2"
"驂","參","component","2"
"驂","馬","component","1"
"驃","票","component","2"
"驃","馬","component","1"
"驄","悤","component","2"
"驄","馬","component","1"
"驅","區","component","2"
"驅","馬","component","1"
"驆","畢","component","2"
"驆","馬","component","1"
"驇","埶","component","1"
"驇","馬","component","2"
"驈","矞","component","2"
"驈","馬","component","1"
"驉","虚","component","2"
"驉","馬","component","1"
"驊","華","component","2"
"驊","馬","component","1"
"驋","發","component","2"
"驋","馬","component","1"
"驌","肅","component","2"
"驌","馬","component","1"
"驍","堯","component","2"
"驍","馬","component","1"
"驎","粦","component","2"
"驎","馬","component","1"
"驏","孱","component","2"
"驏","馬","component","1"
"驐","敦","component","2"
"驐","馬","component","1"
"驑","畱","component","2"
"驑","馬","component","1"
"驒","單","component","2"
"驒","馬","component","1"
"驓","曾","component","2"
"驓","馬","component","1"
"驔","覃","component","2"
"驔","馬","component","1"
"驕","喬","component","2"
"驕","馬","component","1"
"驖","馬","component","1"
"驗","僉","component","2"
"驗","馬","component","1"
"驘","馬","component","1"
"驙","亶","component","2"
"驙","馬","component","1"
"驚","敬","component","1"
"驚","馬","component","2"
"驛","睪","component","2"
"驛","馬","component","1"
"驜","業","component","2"
"驜","馬","component","1"
"驝","槖","component","2"
"驝","馬","component","1"
"驞","賓","component","2"
"驞","馬","component","1"
"驟","聚","component","2"
"驟","馬","component","1"
"驠","燕","component","2"
"驠","馬","component","1"
"驡","馬","component","2"
"驡","龍","component","1"
"驢","盧","component","2"
"驢","馬","component","1"
"驣","馬","component","1"
"驣","駦","component","2"
"驤","襄","component","2"
"驤","馬","component","1"
"驥","冀","component","2"
"驥","馬","component","1"
"驦","霜","component","2"
"驦","馬","component","1"
"驧","鞠","component","2"
"驧","馬","component","1"
"驨","巂","component","2"
"驨","馬","component","1"
"驩","雚","component","2"
"驩","馬","component","1"
"驪","馬","component","1"
"驪","麗","component","2"
"驫","馬","component","1"
"驭","又","component","2"
"驭","马","component","1"
"驮","大","component","2"
"驮","马","component","1"
"驯","川","component","2"
"驯","马","component","1"
"驰","也","component","2"
"驰","马","component","1"
"驱","区","component","2"
"驱","马","component","1"
"驲","日","component","2"
"驲","马","component","1"
"驳","爻","component","2"
"驳","马","component","1"
"驴","户","component","2"
"驴","马","component","1"
"驵","且","component","2"
"驵","马","component","1"
"驶","史","component","2"
"驶","马","component","1"
"驷","四","component","2"
"驷","马","component","1"
"驸","付","component","2"
"驸","马","component","1"
"驹","句","component","2"
"驹","马","component","1"
"驺","刍","component","2"
"驺","马","component","1"
"驻","主","component","2"
"驻","马","component","1"
"驼","它","component","2"
"驼","马","component","1"
"驽","奴","component","1"
"驽","马","component","2"
"驾","加","component","1"
"驾","马","component","2"
"驿","夅","component","2"
"驿","马","component","1"
"骀","台","component","2"
"骀","马","component","1"
"骁","尧","component","2"
"骁","马","component","1"
"骂","口","component","1"
"骂","马","component","2"
"骃","因","component","2"
"骃","马","component","1"
"骄","乔","component","2"
"骄","马","component","1"
"骅","华","component","2"
"骅","马","component","1"
"骆","各","component","2"
"骆","马","component","1"
"骇","亥","component","2"
"骇","马","component","1"
"骈","并","component","2"
"骈","马","component","1"
"骉","马","component","1"
"骊","丽","component","2"
"骊","马","component","1"
"骋","甹","component","2"
"骋","马","component","1"
"验","佥","component","2"
"验","马","component","1"
"骍","辛","component","2"
"骍","马","component","1"
"骎","马","component","1"
"骏","夋","component","2"
"骏","马","component","1"
"骐","其","component","2"
"骐","马","component","1"
"骑","奇","component","2"
"骑","马","component","1"
"骒","果","component","2"
"骒","马","component","1"
"骓","隹","component","2"
"骓","马","component","1"
"骔","宗","component","2"
"骔","马","component","1"
"骕","肃","component","2"
"骕","马","component","1"
"骖","参","component","2"
"骖","马","component","1"
"骗","扁","component","2"
"骗","马","component","1"
"骘","陟","component","1"
"骘","马","component","2"
"骙","癸","component","2"
"骙","马","component","1"
"骚","蚤","component","2"
"骚","马","component","1"
"骛","敄","component","1"
"骛","马","component","2"
"骜","敖","component","1"
"骜","马","component","2"
"骝","留","component","2"
"骝","马","component","1"
"骞","马","component","1"
"骟","扇","component","2"
"骟","马","component","1"
"骠","票","component","2"
"骠","马","component","1"
"骡","累","component","2"
"骡","马","component","1"
"骢","悤","component","2"
"骢","马","component","1"
"骣","孱","component","2"
"骣","马","component","1"
"骤","聚","component","2"
"骤","马","component","1"
"骥","冀","component","2"
"骥","马","component","1"
"骦","霜","component","2"
"骦","马","component","1"
"骧","襄","component","2"
"骧","马","component","1"
"骨","冎","component","1"
"骨","月","component","2"
"骩","九","component","2"
"骩","骨","component","1"
"骪","凡","component","2"
"骪","骨","component","1"
"骫","丸","component","2"
"骫","骨","component","1"
"骬","于","component","2"
"骬","骨","component","1"
"骭","干","component","2"
"骭","骨","component","1"
"骮","弋","component","2"
"骮","骨","component","1"
"骯","亢","component","2"
"骯","骨","component","1"
"骰","殳","component","2"
"骰","骨","component","1"
"骱","介","component","2"
"骱","骨","component","1"
"骲","包","component","2"
"骲","骨","component","1"
"骳","皮","component","2"
"骳","骨","component","1"
"骴","此","component","2"
"骴","骨","component","1"
"骵","本","component","2"
"骵","骨","component","1"
"骶","氐","component","2"
"骶","骨","component","1"
"骷","古","component","2"
"骷","骨","component","1"
"骸","亥","component","2"
"骸","骨","component","1"
"骹","交","component","2"
"骹","骨","component","1"
"骺","后","component","2"
"骺","骨","component","1"
"骻","夸","component","2"
"骻","骨","component","1"
"骼","各","component","2"
"骼","骨","component","1"
"骽","妥","component","2"
"骽","骨","component","1"
"骾","更","component","2"
"骾","骨","component","1"
"骿","并","component","2"
"骿","骨","component","1"
"髀","卑","component","2"
"髀","骨","component","1"
"髁","果","component","2"
"髁","骨","component","1"
"髂","客","component","2"
"髂","骨","component","1"
"髃","禺","component","2"
"髃","骨","component","1"
"髄","迶","component","2"
"髄","骨","component","1"
"髅","娄","component","2"
"髅","骨","component","1"
"髆","尃","component","2"
"髆","骨","component","1"
"髇","骨","component","1"
"髇","高","component","2"
"髈","旁","component","2"
"髈","骨","component","1"
"髉","隺","component","2"
"髉","骨","component","1"
"髊","差","component","2"
"髊","骨","component","1"
"髋","宽","component","2"
"髋","骨","component","1"
"髌","宾","component","2"
"髌","骨","component","1"
"髍","骨","component","1"
"髍","麻","component","2"
"髎","翏","component","2"
"髎","骨","component","1"
"髏","婁","component","2"
"髏","骨","component","1"
"髐","堯","component","2"
"髐","骨","component","1"
"髑","蜀","component","2"
"髑","骨","component","1"
"髒","葬","component","2"
"髒","骨","component","1"
"髓","遀","component","2"
"髓","骨","component","1"
"體","豊","component","2"
"體","骨","component","1"
"髕","賓","component","2"
"髕","骨","component","1"
"髖","寬","component","2"
"髖","骨","component","1"
"髗","盧","component","2"
"髗","骨","component","1"
"高","冋","component","1"
"髙","冋","component","1"
"髚","亢","component","2"
"髚","高","component","1"
"髛","尻","component","2"
"髛","高","component","1"
"髜","昇","component","2"
"髜","高","component","1"
"髝","勞","component","2"
"髝","高","component","1"
"髞","喿","component","2"
"髞","高","component","1"
"髟","彡","component","2"
"髟","镸","component","1"
"髠","几","component","2"
"髠","髟","component","1"
"髡","兀","component","2"
"髡","髟","component","1"
"髢","也","component","2"
"髢","髟","component","1"
"髣","方","component","2"
"髣","髟","component","1"
"髤","木","component","2"
"髤","髟","component","1"
"髥","冄","component","2"
"髥","髟","component","1"
"髦","毛","component","2"
"髦","髟","component","1"
"髧","冘","component","2"
"髧","髟","component","1"
"髨","元","component","2"
"髨","髟","component","1"
"髩","丏","component","2"
"髩","髟","component","1"
"髪","友","component","2"
"髪","髟","component","1"
"髫","召","component","2"
"髫","髟","component","1"
"髬","丕","component","2"
"髬","髟","component","1"
"髭","此","component","2"
"髭","髟","component","1"
"髮","犮","component","2"
"髮","髟","component","1"
"髯","冉","component","2"
"髯","髟","component","1"
"髰","世","component","2"
"髰","髟","component","1"
"髱","包","component","2"
"髱","髟","component","1"
"髲","皮","component","2"
"髲","髟","component","1"
"髳","矛","component","2"
"髳","髟","component","1"
"髴","弗","component","2"
"髴","髟","component","1"
"髵","而","component","2"
"髵","髟","component","1"
"髶","耳","component","2"
"髶","髟","component","1"
"髷","曲","component","2"
"髷","髟","component","1"
"髸","共","component","2"
"髸","髟","component","1"
"髹","休","component","2"
"髹","髟","component","1"
"髺","舌","component","2"
"髺","髟","component","1"
"髻","吉","component","2"
"髻","髟","component","1"
"髼","夆","component","2"
"髼","髟","component","1"
"髽","坐","component","2"
"髽","髟","component","1"
"髾","肖","component","2"
"髾","髟","component","1"
"髿","沙","component","2"
"髿","髟","component","1"
"鬀","弟","component","2"
"鬀","髟","component","1"
"鬁","利","component","2"
"鬁","髟","component","1"
"鬂","兵","component","2"
"鬂","髟","component","1"
"鬃","宗","component","2"
"鬃","髟","component","1"
"鬄","易","component","2"
"鬄","髟","component","1"
"鬅","朋","component","2"
"鬅","髟","component","1"
"鬆","松","component","2"
"鬆","髟","component","1"
"鬇","争","component","2"
"鬇","髟","component","1"
"鬈","卷","component","2"
"鬈","髟","component","1"
"鬉","髟","component","1"
"鬉","㚇","component","2"
"鬊","春","component","2"
"鬊","髟","component","1"
"鬋","前","component","2"
"鬋","髟","component","1"
"鬌","髟","component","1"
"鬍","胡","component","2"
"鬍","髟","component","1"
"鬎","剌","component","2"
"鬎","髟","component","1"
"鬏","秋","component","2"
"鬏","髟","component","1"
"鬐","耆","component","2"
"鬐","髟","component","1"
"鬑","兼","component","2"
"鬑","髟","component","1"
"鬒","真","component","2"
"鬒","髟","component","1"
"鬓","宾","component","2"
"鬓","髟","component","1"
"鬔","逢","component","2"
"鬔","髟","component","1"
"鬕","莫","component","2"
"鬕","髟","component","1"
"鬖","參","component","2"
"鬖","髟","component","1"
"鬗","髟","component","1"
"鬗","㒼","component","2"
"鬘","曼","component","2"
"鬘","髟","component","1"
"鬙","曾","component","2"
"鬙","髟","component","1"
"鬚","須","component","2"
"鬚","髟","component","1"
"鬛","髟","component","1"
"鬜","閒","component","2"
"鬜","髟","component","1"
"鬝","間","component","2"
"鬝","髟","component","1"
"鬞","農","component","2"
"鬞","髟","component","1"
"鬟","睘","component","2"
"鬟","髟","component","1"
"鬠","會","component","2"
"鬠","髟","component","1"
"鬡","寧","component","2"
"鬡","髟","component","1"
"鬢","賓","component","2"
"鬢","髟","component","1"
"鬣","巤","component","2"
"鬣","髟","component","1"
"鬤","襄","component","2"
"鬤","髟","component","1"
"鬦","斗","component","2"
"鬦","鬥","component","1"
"鬧","市","component","2"
"鬧","鬥","component","1"
"鬨","共","component","2"
"鬨","鬥","component","1"
"鬩","兒","component","2"
"鬩","鬥","component","1"
"鬪","鬥","component","1"
"鬫","敢","component","2"
"鬫","鬥","component","1"
"鬬","鬥","component","1"
"鬭","斲","component","2"
"鬭","鬥","component","1"
"鬮","鬥","component","1"
"鬮","龜","component","2"
"鬯","匕","component","1"
"鬳","虍","component","1"
"鬳","鬲","component","2"
"鬴","甫","component","2"
"鬴","鬲","component","1"
"鬵","旡","component","1"
"鬵","鬲","component","2"
"鬶","规","component","1"
"鬶","鬲","component","2"
"鬷","鬲","component","1"
"鬷","㚇","component","2"
"鬸","留","component","2"
"鬸","鬲","component","1"
"鬹","規","component","1"
"鬹","鬲","component","2"
"鬺","鬲","component","1"
"鬻","粥","component","1"
"鬻","鬲","component","2"
"鬽","彡","component","2"
"鬽","鬼","component","1"
"鬾","支","component","2"
"鬾","鬼","component","1"
"鬿","斤","component","2"
"鬿","鬼","component","1"
"魀","介","component","2"
"魀","鬼","component","1"
"魁","斗","component","2"
"魁","鬼","component","1"
"魂","云","component","1"
"魂","鬼","component","2"
"魃","犮","component","2"
"魃","鬼","component","1"
"魄","白","component","1"
"魄","鬼","component","2"
"魅","未","component","2"
"魅","鬼","component","1"
"魆","戉","component","2"
"魆","鬼","component","1"
"魇","厌","component","1"
"魇","鬼","component","2"
"魈","肖","component","2"
"魈","鬼","component","1"
"魉","两","component","2"
"魉","鬼","component","1"
"魊","或","component","2"
"魊","鬼","component","1"
"魋","隹","component","2"
"魋","鬼","component","1"
"魌","其","component","2"
"魌","鬼","component","1"
"魍","罔","component","2"
"魍","鬼","component","1"
"魎","兩","component","2"
"魎","鬼","component","1"
"魏","委","component","1"
"魏","鬼","component","2"
"魐","兼","component","2"
"魐","鬼","component","1"
"魑","离","component","2"
"魑","鬼","component","1"
"魒","票","component","2"
"魒","鬼","component","1"
"魓","畢","component","2"
"魓","鬼","component","1"
"魔","鬼","component","2"
"魔","麻","component","1"
"魕","幾","component","2"
"魕","鬼","component","1"
"魖","虚","component","2"
"魖","鬼","component","1"
"魗","壽","component","1"
"魗","鬼","component","2"
"魘","厭","component","1"
"魘","鬼","component","2"
"魙","漸","component","1"
"魙","鬼","component","2"
"魛","刀","component","2"
"魛","魚","component","1"
"魜","人","component","2"
"魜","魚","component","1"
"魝","刂","component","2"
"魝","魚","component","1"
"魞","入","component","2"
"魞","魚","component","1"
"魟","工","component","2"
"魟","魚","component","1"
"魠","乇","component","2"
"魠","魚","component","1"
"魡","勺","component","2"
"魡","魚","component","1"
"魢","己","component","2"
"魢","魚","component","1"
"魣","予","component","2"
"魣","魚","component","1"
"魤","化","component","2"
"魤","魚","component","1"
"魥","及","component","2"
"魥","魚","component","1"
"魦","少","component","2"
"魦","魚","component","1"
"魧","亢","component","2"
"魧","魚","component","1"
"魨","屯","component","2"
"魨","魚","component","1"
"魩","勿","component","2"
"魩","魚","component","1"
"魪","介","component","2"
"魪","魚","component","1"
"魫","冘","component","2"
"魫","魚","component","1"
"魬","反","component","2"
"魬","魚","component","1"
"魭","元","component","2"
"魭","魚","component","1"
"魮","比","component","2"
"魮","魚","component","1"
"魯","日","component","2"
"魯","魚","component","1"
"魰","文","component","2"
"魰","魚","component","1"
"魱","互","component","2"
"魱","魚","component","1"
"魲","戸","component","2"
"魲","魚","component","1"
"魳","帀","component","2"
"魳","魚","component","1"
"魴","方","component","2"
"魴","魚","component","1"
"魵","分","component","2"
"魵","魚","component","1"
"魶","內","component","2"
"魶","魚","component","1"
"魷","尤","component","2"
"魷","魚","component","1"
"魸","片","component","2"
"魸","魚","component","1"
"魹","毛","component","2"
"魹","魚","component","1"
"魺","可","component","2"
"魺","魚","component","1"
"魻","甲","component","2"
"魻","魚","component","1"
"魼","去","component","2"
"魼","魚","component","1"
"魽","甘","component","2"
"魽","魚","component","1"
"魾","丕","component","2"
"魾","魚","component","1"
"魿","令","component","2"
"魿","魚","component","1"
"鮀","它","component","2"
"鮀","魚","component","1"
"鮁","犮","component","2"
"鮁","魚","component","1"
"鮂","囚","component","2"
"鮂","魚","component","1"
"鮃","平","component","2"
"鮃","魚","component","1"
"鮄","弗","component","2"
"鮄","魚","component","1"
"鮅","必","component","2"
"鮅","魚","component","1"
"鮆","此","component","1"
"鮆","魚","component","2"
"鮇","未","component","2"
"鮇","魚","component","1"
"鮈","句","component","2"
"鮈","魚","component","1"
"鮉","召","component","2"
"鮉","魚","component","1"
"鮊","白","component","2"
"鮊","魚","component","1"
"鮋","由","component","2"
"鮋","魚","component","1"
"鮌","玄","component","2"
"鮌","魚","component","1"
"鮍","皮","component","2"
"鮍","魚","component","1"
"鮎","占","component","2"
"鮎","魚","component","1"
"鮏","生","component","2"
"鮏","魚","component","1"
"鮐","台","component","2"
"鮐","魚","component","1"
"鮑","包","component","2"
"鮑","魚","component","1"
"鮒","付","component","2"
"鮒","魚","component","1"
"鮓","乍","component","2"
"鮓","魚","component","1"
"鮔","巨","component","2"
"鮔","魚","component","1"
"鮕","古","component","2"
"鮕","魚","component","1"
"鮖","石","component","2"
"鮖","魚","component","1"
"鮗","冬","component","2"
"鮗","魚","component","1"
"鮘","代","component","2"
"鮘","魚","component","1"
"鮙","羽","component","2"
"鮙","魚","component","1"
"鮚","吉","component","2"
"鮚","魚","component","1"
"鮛","尗","component","2"
"鮛","魚","component","1"
"鮜","后","component","2"
"鮜","魚","component","1"
"鮝","关","component","1"
"鮝","魚","component","2"
"鮞","而","component","2"
"鮞","魚","component","1"
"鮟","安","component","2"
"鮟","魚","component","1"
"鮠","危","component","2"
"鮠","魚","component","1"
"鮡","兆","component","2"
"鮡","魚","component","1"
"鮢","朱","component","2"
"鮢","魚","component","1"
"鮣","印","component","2"
"鮣","魚","component","1"
"鮤","列","component","1"
"鮤","魚","component","2"
"鮥","各","component","2"
"鮥","魚","component","1"
"鮦","同","component","2"
"鮦","魚","component","1"
"鮧","夷","component","2"
"鮧","魚","component","1"
"鮨","旨","component","2"
"鮨","魚","component","1"
"鮩","并","component","2"
"鮩","魚","component","1"
"鮪","有","component","2"
"鮪","魚","component","1"
"鮫","交","component","2"
"鮫","魚","component","1"
"鮬","夸","component","2"
"鮬","魚","component","1"
"鮭","圭","component","2"
"鮭","魚","component","1"
"鮮","羊","component","2"
"鮮","魚","component","1"
"鮯","合","component","2"
"鮯","魚","component","1"
"鮰","回","component","2"
"鮰","魚","component","1"
"鮱","老","component","2"
"鮱","魚","component","1"
"鮲","伏","component","2"
"鮲","魚","component","1"
"鮳","考","component","2"
"鮳","魚","component","1"
"鮴","休","component","2"
"鮴","魚","component","1"
"鮵","兌","component","2"
"鮵","魚","component","1"
"鮶","君","component","2"
"鮶","魚","component","1"
"鮷","弟","component","2"
"鮷","魚","component","1"
"鮸","免","component","2"
"鮸","魚","component","1"
"鮹","肖","component","2"
"鮹","魚","component","1"
"鮺","羊","component","1"
"鮺","魚","component","2"
"鮻","夋","component","2"
"鮻","魚","component","1"
"鮼","魚","component","1"
"鮽","余","component","2"
"鮽","魚","component","1"
"鮾","妥","component","2"
"鮾","魚","component","1"
"鮿","耴","component","2"
"鮿","魚","component","1"
"鯀","系","component","2"
"鯀","魚","component","1"
"鯁","更","component","2"
"鯁","魚","component","1"
"鯂","酉","component","2"
"鯂","魚","component","1"
"鯃","吾","component","2"
"鯃","魚","component","1"
"鯄","求","component","2"
"鯄","魚","component","1"
"鯅","延","component","2"
"鯅","魚","component","1"
"鯆","甫","component","2"
"鯆","魚","component","1"
"鯇","完","component","2"
"鯇","魚","component","1"
"鯈","攸","component","1"
"鯈","魚","component","2"
"鯉","里","component","2"
"鯉","魚","component","1"
"鯊","沙","component","1"
"鯊","魚","component","2"
"鯋","沙","component","2"
"鯋","魚","component","1"
"鯌","告","component","2"
"鯌","魚","component","1"
"鯍","魚","component","1"
"鯍","㐬","component","2"
"鯎","成","component","2"
"鯎","魚","component","1"
"鯏","利","component","2"
"鯏","魚","component","1"
"鯐","走","component","2"
"鯐","魚","component","1"
"鯑","希","component","2"
"鯑","魚","component","1"
"鯒","甬","component","2"
"鯒","魚","component","1"
"鯓","身","component","2"
"鯓","魚","component","1"
"鯔","甾","component","2"
"鯔","魚","component","1"
"鯕","其","component","2"
"鯕","魚","component","1"
"鯖","青","component","2"
"鯖","魚","component","1"
"鯗","羌","component","1"
"鯗","魚","component","2"
"鯘","委","component","2"
"鯘","魚","component","1"
"鯙","享","component","2"
"鯙","魚","component","1"
"鯚","季","component","2"
"鯚","魚","component","1"
"鯛","周","component","2"
"鯛","魚","component","1"
"鯜","妾","component","2"
"鯜","魚","component","1"
"鯝","固","component","2"
"鯝","魚","component","1"
"鯞","帚","component","2"
"鯞","魚","component","1"
"鯟","東","component","2"
"鯟","魚","component","1"
"鯠","來","component","2"
"鯠","魚","component","1"
"鯡","非","component","2"
"鯡","魚","component","1"
"鯢","兒","component","2"
"鯢","魚","component","1"
"鯣","易","component","2"
"鯣","魚","component","1"
"鯤","昆","component","2"
"鯤","魚","component","1"
"鯥","坴","component","2"
"鯥","魚","component","1"
"鯦","咎","component","2"
"鯦","魚","component","1"
"鯧","昌","component","2"
"鯧","魚","component","1"
"鯨","京","component","2"
"鯨","魚","component","1"
"鯩","侖","component","2"
"鯩","魚","component","1"
"鯪","夌","component","2"
"鯪","魚","component","1"
"鯫","取","component","2"
"鯫","魚","component","1"
"鯬","魚","component","1"
"鯭","孟","component","2"
"鯭","魚","component","1"
"鯮","宗","component","2"
"鯮","魚","component","1"
"鯯","制","component","2"
"鯯","魚","component","1"
"鯰","念","component","2"
"鯰","魚","component","1"
"鯱","虎","component","2"
"鯱","魚","component","1"
"鯲","於","component","2"
"鯲","魚","component","1"
"鯳","底","component","2"
"鯳","魚","component","1"
"鯴","虱","component","2"
"鯴","魚","component","1"
"鯵","参","component","2"
"鯵","魚","component","1"
"鯶","軍","component","2"
"鯶","魚","component","1"
"鯷","是","component","2"
"鯷","魚","component","1"
"鯸","侯","component","2"
"鯸","魚","component","1"
"鯹","星","component","2"
"鯹","魚","component","1"
"鯺","者","component","2"
"鯺","魚","component","1"
"鯻","剌","component","2"
"鯻","魚","component","1"
"鯼","魚","component","1"
"鯼","㚇","component","2"
"鯽","即","component","2"
"鯽","魚","component","1"
"鯾","便","component","2"
"鯾","魚","component","1"
"鯿","扁","component","2"
"鯿","魚","component","1"
"鰀","爰","component","2"
"鰀","魚","component","1"
"鰁","泉","component","2"
"鰁","魚","component","1"
"鰂","則","component","2"
"鰂","魚","component","1"
"鰃","畏","component","2"
"鰃","魚","component","1"
"鰄","威","component","2"
"鰄","魚","component","1"
"鰅","禺","component","2"
"鰅","魚","component","1"
"鰆","春","component","2"
"鰆","魚","component","1"
"鰇","柔","component","2"
"鰇","魚","component","1"
"鰈","枼","component","2"
"鰈","魚","component","1"
"鰉","皇","component","2"
"鰉","魚","component","1"
"鰊","柬","component","2"
"鰊","魚","component","1"
"鰋","匽","component","2"
"鰋","魚","component","1"
"鰌","酋","component","2"
"鰌","魚","component","1"
"鰍","秋","component","2"
"鰍","魚","component","1"
"鰎","建","component","2"
"鰎","魚","component","1"
"鰏","畐","component","2"
"鰏","魚","component","1"
"鰐","咢","component","2"
"鰐","魚","component","1"
"鰑","昜","component","2"
"鰑","魚","component","1"
"鰒","复","component","2"
"鰒","魚","component","1"
"鰓","思","component","2"
"鰓","魚","component","1"
"鰔","咸","component","2"
"鰔","魚","component","1"
"鰕","叚","component","2"
"鰕","魚","component","1"
"鰖","魚","component","1"
"鰗","胡","component","2"
"鰗","魚","component","1"
"鰘","室","component","2"
"鰘","魚","component","1"
"鰙","若","component","2"
"鰙","魚","component","1"
"鰚","宣","component","2"
"鰚","魚","component","1"
"鰛","昷","component","2"
"鰛","魚","component","1"
"鰜","兼","component","2"
"鰜","魚","component","1"
"鰝","高","component","2"
"鰝","魚","component","1"
"鰞","烏","component","2"
"鰞","魚","component","1"
"鰟","旁","component","2"
"鰟","魚","component","1"
"鰠","蚤","component","2"
"鰠","魚","component","1"
"鰡","留","component","2"
"鰡","魚","component","1"
"鰢","馬","component","2"
"鰢","魚","component","1"
"鰣","時","component","2"
"鰣","魚","component","1"
"鰤","師","component","2"
"鰤","魚","component","1"
"鰥","眔","component","2"
"鰥","魚","component","1"
"鰦","兹","component","2"
"鰦","魚","component","1"
"鰧","月","component","1"
"鰧","鮝","component","2"
"鰨","魚","component","1"
"鰩","魚","component","1"
"鰩","䍃","component","2"
"鰪","盍","component","2"
"鰪","魚","component","1"
"鰫","容","component","2"
"鰫","魚","component","1"
"鰬","虔","component","2"
"鰬","魚","component","1"
"鰭","耆","component","2"
"鰭","魚","component","1"
"鰮","魚","component","1"
"鰯","弱","component","2"
"鰯","魚","component","1"
"鰰","神","component","2"
"鰰","魚","component","1"
"鰱","連","component","2"
"鰱","魚","component","1"
"鰲","敖","component","1"
"鰲","魚","component","2"
"鰳","勒","component","2"
"鰳","魚","component","1"
"鰴","微","component","1"
"鰴","魚","component","2"
"鰵","敏","component","1"
"鰵","魚","component","2"
"鰶","祭","component","2"
"鰶","魚","component","1"
"鰷","條","component","2"
"鰷","魚","component","1"
"鰸","區","component","2"
"鰸","魚","component","1"
"鰹","堅","component","2"
"鰹","魚","component","1"
"鰺","參","component","2"
"鰺","魚","component","1"
"鰻","曼","component","2"
"鰻","魚","component","1"
"鰼","習","component","2"
"鰼","魚","component","1"
"鰽","曹","component","2"
"鰽","魚","component","1"
"鰾","票","component","2"
"鰾","魚","component","1"
"鰿","責","component","2"
"鰿","魚","component","1"
"鱀","既","component","1"
"鱀","魚","component","2"
"鱁","逐","component","2"
"鱁","魚","component","1"
"鱂","將","component","2"
"鱂","魚","component","1"
"鱃","羞","component","2"
"鱃","魚","component","1"
"鱄","專","component","2"
"鱄","魚","component","1"
"鱅","庸","component","2"
"鱅","魚","component","1"
"鱆","章","component","2"
"鱆","魚","component","1"
"鱇","康","component","2"
"鱇","魚","component","1"
"鱈","雪","component","2"
"鱈","魚","component","1"
"鱉","敝","component","1"
"鱉","魚","component","2"
"鱊","矞","component","2"
"鱊","魚","component","1"
"鱋","虚","component","2"
"鱋","魚","component","1"
"鱌","象","component","2"
"鱌","魚","component","1"
"鱍","發","component","2"
"鱍","魚","component","1"
"鱎","喬","component","2"
"鱎","魚","component","1"
"鱏","覃","component","2"
"鱏","魚","component","1"
"鱐","肅","component","2"
"鱐","魚","component","1"
"鱑","魚","component","1"
"鱑","黄","component","2"
"鱒","尊","component","2"
"鱒","魚","component","1"
"鱓","單","component","2"
"鱓","魚","component","1"
"鱔","善","component","2"
"鱔","魚","component","1"
"鱕","番","component","2"
"鱕","魚","component","1"
"鱖","厥","component","2"
"鱖","魚","component","1"
"鱗","粦","component","2"
"鱗","魚","component","1"
"鱘","尋","component","2"
"鱘","魚","component","1"
"鱙","堯","component","2"
"鱙","魚","component","1"
"鱚","喜","component","2"
"鱚","魚","component","1"
"鱛","曾","component","2"
"鱛","魚","component","1"
"鱜","鄉","component","2"
"鱜","魚","component","1"
"鱝","賁","component","2"
"鱝","魚","component","1"
"鱞","睘","component","2"
"鱞","魚","component","1"
"鱟","魚","component","1"
"鱠","會","component","2"
"鱠","魚","component","1"
"鱡","賊","component","2"
"鱡","魚","component","1"
"鱢","喿","component","2"
"鱢","魚","component","1"
"鱣","亶","component","2"
"鱣","魚","component","1"
"鱤","感","component","2"
"鱤","魚","component","1"
"鱥","歲","component","2"
"鱥","魚","component","1"
"鱦","魚","component","1"
"鱦","黽","component","2"
"鱧","豊","component","2"
"鱧","魚","component","1"
"鱨","嘗","component","2"
"鱨","魚","component","1"
"鱩","雷","component","2"
"鱩","魚","component","1"
"鱪","暑","component","2"
"鱪","魚","component","1"
"鱫","愛","component","2"
"鱫","魚","component","1"
"鱬","需","component","2"
"鱬","魚","component","1"
"鱭","魚","component","1"
"鱭","齊","component","2"
"鱮","與","component","2"
"鱮","魚","component","1"
"鱯","蒦","component","2"
"鱯","魚","component","1"
"鱰","署","component","2"
"鱰","魚","component","1"
"鱱","厲","component","2"
"鱱","魚","component","1"
"鱲","巤","component","2"
"鱲","魚","component","1"
"鱳","樂","component","2"
"鱳","魚","component","1"
"鱴","蔑","component","2"
"鱴","魚","component","1"
"鱵","箴","component","2"
