"hanzi","part_symbol","relation","position"
"朜","月","component","1"
"朝","月","component","1"
"朞","其","component","1"
"朞","月","component","2"
"期","其","component","1"
"期","月","component","2"
"朠","月","component","1"
"朠","英","component","2"
"朡","月","component","1"
"朡","㚇","component","2"
"朢","王","component","1"
"朣","月","component","1"
"朣","童","component","2"
"朤","月","component","1"
"朥","勞","component","2"
"朥","月","component","1"
"朦","月","component","1"
"朦","蒙","component","2"
"朧","月","component","1"
"朧","龍","component","2"
"未","一","component","2"
"未","木","component","1"
"末","一","component","2"
"末","木","component","1"
"本","一","component","2"
"本","木","component","1"
"札","乚","component","2"
"札","木","component","1"
"朮","丶","component","1"
"术","丶","component","2"
"术","木","component","1"
"朰","乙","component","2"
"朰","木","component","1"
"朱","丿","component","1"
"朱","未","component","2"
"朲","人","component","2"
"朲","木","component","1"
"朳","八","component","2"
"朳","木","component","1"
"朴","卜","component","2"
"朴","木","component","1"
"朵","几","component","1"
"朵","木","component","2"
"朶","乃","component","1"
"朶","木","component","2"
"朷","刀","component","2"
"朷","木","component","1"
"朸","力","component","2"
"朸","木","component","1"
"朹","九","component","2"
"朹","木","component","1"
"机","几","component","2"
"机","木","component","1"
"朻","丩","component","2"
"朻","木","component","1"
"朼","匕","component","2"
"朼","木","component","1"
"朽","丂","component","2"
"朽","木","component","1"
"朾","丁","component","2"
"朾","木","component","1"
"朿","冂","component","2"
"朿","木","component","1"
"杀","乂","component","1"
"杀","朩","component","2"
"杁","入","component","2"
"杁","木","component","1"
"杂","九","component","1"
"杂","朩","component","2"
"权","又","component","2"
"权","木","component","1"
"杄","千","component","2"
"杄","木","component","1"
"杅","于","component","2"
"杅","木","component","1"
"杆","干","component","2"
"杆","木","component","1"
"杇","亏","component","2"
"杇","木","component","1"
"杈","叉","component","2"
"杈","木","component","1"
"杉","彡","component","2"
"杉","木","component","1"
"杊","川","component","2"
"杊","木","component","1"
"杋","凡","component","2"
"杋","木","component","1"
"杌","兀","component","2"
"杌","木","component","1"
"杍","子","component","2"
"杍","木","component","1"
"李","子","component","2"
"李","木","component","1"
"杏","口","component","2"
"杏","木","component","1"
"材","才","component","2"
"材","木","component","1"
"村","寸","component","2"
"村","木","component","1"
"杒","刃","component","2"
"杒","木","component","1"
"杓","勺","component","2"
"杓","木","component","1"
"杔","乇","component","2"
"杔","木","component","1"
"杕","大","component","2"
"杕","木","component","1"
"杖","丈","component","2"
"杖","木","component","1"
"杗","亡","component","1"
"杗","木","component","2"
"杘","尸","component","1"
"杘","木","component","2"
"杙","弋","component","2"
"杙","木","component","1"
"杚","乞","component","2"
"杚","木","component","1"
"杛","弓","component","2"
"杛","木","component","1"
"杜","土","component","2"
"杜","木","component","1"
"杝","也","component","2"
"杝","木","component","1"
"杞","己","component","2"
"杞","木","component","1"
"束","口","component","2"
"束","木","component","1"
"杠","工","component","2"
"杠","木","component","1"
"条","夂","component","1"
"条","木","component","2"
"杢","工","component","2"
"杢","木","component","1"
"杣","山","component","2"
"杣","木","component","1"
"杤","万","component","2"
"杤","木","component","1"
"来","一","component","2"
"来","米","component","1"
"杦","久","component","2"
"杦","木","component","1"
"杧","亡","component","2"
"杧","木","component","1"
"杨","木","component","1"
"杩","木","component","1"
"杩","马","component","2"
"杪","少","component","2"
"杪","木","component","1"
"杫","木","component","1"
"杫","止","component","2"
"杬","元","component","2"
"杬","木","component","1"
"杭","亢","component","2"
"杭","木","component","1"
"杮","巿","component","2"
"杮","木","component","1"
"杯","不","component","2"
"杯","木","component","1"
"杰","木","component","1"
"杰","灬","component","2"
"東","日","component","2"
"東","木","component","1"
"杲","日","component","1"
"杲","木","component","2"
"杳","日","component","2"
"杳","木","component","1"
"杴","木","component","1"
"杴","欠","component","2"
"杵","午","component","2"
"杵","木","component","1"
"杶","屯","component","2"
"杶","木","component","1"
"杷","巴","component","2"
"杷","木","component","1"
"杸","木","component","1"
"杸","殳","component","2"
"杹","化","component","2"
"杹","木","component","1"
"杺","心","component","2"
"杺","木","component","1"
"杻","丑","component","2"
"杻","木","component","1"
"杼","予","component","2"
"杼","木","component","1"
"杽","手","component","2"
"杽","木","component","1"
"松","公","component","2"
"松","木","component","1"
"板","反","component","2"
"板","木","component","1"
"枀","公","component","1"
"枀","木","component","2"
"极","及","component","2"
"极","木","component","1"
"枂","月","component","2"
"枂","木","component","1"
"枃","匀","component","2"
"枃","木","component","1"
"构","勾","component","2"
"构","木","component","1"
"枅","开","component","2"
"枅","木","component","1"
"枆","木","component","1"
"枆","毛","component","2"
"枇","木","component","1"
"枇","比","component","2"
"枈","木","component","2"
"枈","比","component","1"
"枉","木","component","1"
"枉","王","component","2"
"枊","卬","component","2"
"枊","木","component","1"
"枋","方","component","2"
"枋","木","component","1"
"枌","分","component","2"
"枌","木","component","1"
"枍","兮","component","2"
"枍","木","component","1"
"枎","夫","component","2"
"枎","木","component","1"
"枏","冄","component","2"
"枏","木","component","1"
"析","斤","component","2"
"析","木","component","1"
"枑","互","component","2"
"枑","木","component","1"
"枒","木","component","1"
"枒","牙","component","2"
"枓","斗","component","2"
"枓","木","component","1"
"枔","今","component","2"
"枔","木","component","1"
"枕","冘","component","2"
"枕","木","component","1"
"枖","夭","component","2"
"枖","木","component","1"
"林","木","component","1"
"枘","內","component","2"
"枘","木","component","1"
"枙","厄","component","2"
"枙","木","component","1"
"枚","攵","component","2"
"枚","木","component","1"
"枛","木","component","1"
"枛","爪","component","2"
"果","木","component","2"
"果","田","component","1"
"枝","支","component","2"
"枝","木","component","1"
"枞","从","component","2"
"枞","木","component","1"
"枟","云","component","2"
"枟","木","component","1"
"枠","卆","component","2"
"枠","木","component","1"
"枡","升","component","2"
"枡","木","component","1"
"枢","区","component","2"
"枢","木","component","1"
"枣","冫","component","2"
"枣","朿","component","1"
"枤","木","component","1"
"枤","犬","component","2"
"枥","历","component","2"
"枥","木","component","1"
"枦","戸","component","2"
"枦","木","component","1"
"枧","木","component","1"
"枧","见","component","2"
"枨","木","component","1"
"枨","长","component","2"
"枩","公","component","2"
"枩","木","component","1"
"枪","仓","component","2"
"枪","木","component","1"
"枫","木","component","1"
"枫","风","component","2"
"枬","丹","component","2"
"枬","木","component","1"
"枭","乌","component","1"
"枭","木","component","2"
"枮","占","component","2"
"枮","木","component","1"
"枯","古","component","2"
"枯","木","component","1"
"枰","平","component","2"
"枰","木","component","1"
"枱","台","component","2"
"枱","木","component","1"
"枲","厶","component","1"
"枲","呆","component","2"
"枳","只","component","2"
"枳","木","component","1"
"枴","叧","component","2"
"枴","木","component","1"
"枵","号","component","2"
"枵","木","component","1"
"架","加","component","1"
"架","木","component","2"
"枷","加","component","2"
"枷","木","component","1"
"枸","句","component","2"
"枸","木","component","1"
"枹","包","component","2"
"枹","木","component","1"
"枺","木","component","1"
"枺","末","component","2"
"枻","世","component","2"
"枻","木","component","1"
"枼","世","component","1"
"枼","木","component","2"
"枽","卋","component","1"
"枽","木","component","2"
"枾","木","component","1"
"枿","卉","component","2"
"枿","木","component","1"
"柀","木","component","1"
"柀","皮","component","2"
"柁","它","component","2"
"柁","木","component","1"
"柂","木","component","1"
"柂","㐌","component","2"
"柃","令","component","2"
"柃","木","component","1"
"柄","丙","component","2"
"柄","木","component","1"
"柅","尼","component","2"
"柅","木","component","1"
"柆","木","component","1"
"柆","立","component","2"
"柇","木","component","1"
"柇","禾","component","2"
"柈","半","component","2"
"柈","木","component","1"
"柉","乏","component","2"
"柉","木","component","1"
"柊","冬","component","2"
"柊","木","component","1"
"柋","代","component","1"
"柋","木","component","2"
"柌","司","component","2"
"柌","木","component","1"
"柍","央","component","2"
"柍","木","component","1"
"柎","付","component","2"
"柎","木","component","1"
"柏","木","component","1"
"柏","白","component","2"
"某","木","component","2"
"某","甘","component","1"
"柑","木","component","1"
"柑","甘","component","2"
"柒","木","component","1"
"染","木","component","2"
"染","氿","component","1"
"柔","木","component","2"
"柔","矛","component","1"
"柕","木","component","1"
"柕","矛","component","2"
"柖","召","component","2"
"柖","木","component","1"
"柗","木","component","1"
"柗","㕣","component","2"
"柘","木","component","1"
"柘","石","component","2"
"柙","木","component","1"
"柙","甲","component","2"
"柚","木","component","1"
"柚","由","component","2"
"柛","木","component","1"
"柛","申","component","2"
"柜","巨","component","2"
"柜","木","component","1"
"柝","斥","component","2"
"柝","木","component","1"
"柞","乍","component","2"
"柞","木","component","1"
"柟","冉","component","2"
"柟","木","component","1"
"柠","宁","component","2"
"柠","木","component","1"
"柡","木","component","1"
"柢","木","component","1"
"柢","氐","component","2"
"柣","失","component","2"
"柣","木","component","1"
"柤","且","component","2"
"柤","木","component","1"
"查","旦","component","2"
"查","木","component","1"
"柦","旦","component","2"
"柦","木","component","1"
"柧","木","component","1"
"柧","瓜","component","2"
"柨","布","component","2"
"柨","木","component","1"
"柩","匛","component","2"
"柩","木","component","1"
"柪","幼","component","2"
"柪","木","component","1"
"柫","弗","component","2"
"柫","木","component","1"
"柭","木","component","1"
"柭","犮","component","2"
"柮","出","component","2"
"柮","木","component","1"
"柯","可","component","2"
"柯","木","component","1"
"柰","木","component","1"
"柰","示","component","2"
"柱","主","component","2"
"柱","木","component","1"
"柲","必","component","2"
"柲","木","component","1"
"柳","卯","component","2"
"柳","木","component","1"
"柴","木","component","2"
"柴","此","component","1"
"柵","冊","component","2"
"柵","木","component","1"
"柶","四","component","2"
"柶","木","component","1"
"柷","兄","component","2"
"柷","木","component","1"
"柸","丕","component","2"
"柸","木","component","1"
"柹","木","component","1"
"柺","另","component","2"
"柺","木","component","1"
"査","且","component","2"
"査","木","component","1"
"柼","木","component","1"
"柼","穴","component","2"
"柽","圣","component","2"
"柽","木","component","1"
"柾","木","component","1"
"柾","正","component","2"
"柿","市","component","2"
"柿","木","component","1"
"栀","卮","component","2"
"栀","木","component","1"
"栁","夘","component","2"
"栁","木","component","1"
"栂","木","component","1"
"栂","母","component","2"
"栃","厉","component","2"
"栃","木","component","1"
"栄","小","component","1"
"栄","木","component","2"
"栅","册","component","2"
"栅","木","component","1"
"栆","冫","component","1"
"标","木","component","1"
"标","示","component","2"
"栈","戋","component","2"
"栈","木","component","1"
"栉","木","component","1"
"栉","节","component","2"
"栊","木","component","1"
"栊","龙","component","2"
"栋","东","component","2"
"栋","木","component","1"
"栌","卢","component","2"
"栌","木","component","1"
"栍","木","component","1"
"栍","生","component","2"
"栎","乐","component","2"
"栎","木","component","1"
"栏","兰","component","2"
"栏","木","component","1"
"栐","木","component","1"
"栐","永","component","2"
"树","对","component","2"
"树","木","component","1"
"栒","旬","component","2"
"栒","木","component","1"
"栓","全","component","2"
"栓","木","component","1"
"栔","木","component","2"
"栔","㓞","component","1"
"栕","木","component","1"
"栕","臣","component","2"
"栖","木","component","1"
"栖","西","component","2"
"栗","木","component","2"
"栗","覀","component","1"
"栘","多","component","2"
"栘","木","component","1"
"栙","夅","component","2"
"栙","木","component","1"
"栚","关","component","2"
"栚","木","component","1"
"栛","劦","component","2"
"栛","木","component","1"
"栜","木","component","1"
"栜","朿","component","2"
"栝","木","component","1"
"栝","舌","component","2"
"栞","干","component","1"
"栞","木","component","2"
"栟","并","component","2"
"栟","木","component","1"
"栠","任","component","1"
"栠","木","component","2"
"校","交","component","2"
"校","木","component","1"
"栢","木","component","1"
"栢","百","component","2"
"栣","任","component","2"
"栣","木","component","1"
"栤","冰","component","2"
"栤","木","component","1"
"栥","木","component","2"
"栥","次","component","1"
"栦","州","component","2"
"栦","木","component","1"
"栧","曳","component","2"
"栧","木","component","1"
"栨","木","component","1"
"栨","次","component","2"
"栩","木","component","1"
"栩","羽","component","2"
"株","木","component","1"
"株","朱","component","2"
"栫","存","component","2"
"栫","木","component","1"
"栬","木","component","1"
"栬","色","component","2"
"栭","木","component","1"
"栭","而","component","2"
"栮","木","component","1"
"栮","耳","component","2"
"栯","有","component","2"
"栯","木","component","1"
"栰","伐","component","2"
"栰","木","component","1"
"栱","共","component","2"
"栱","木","component","1"
"栲","木","component","1"
"栲","考","component","2"
"栳","木","component","1"
"栳","老","component","2"
"栴","丹","component","2"
"栴","木","component","1"
"栵","列","component","2"
"栵","木","component","1"
"栶","因","component","2"
"栶","木","component","1"
"样","木","component","1"
"样","羊","component","2"
"核","亥","component","2"
"核","木","component","1"
"根","木","component","1"
"根","艮","component","2"
"栺","旨","component","2"
"栺","木","component","1"
"栻","式","component","2"
"栻","木","component","1"
"格","各","component","2"
"格","木","component","1"
"栽","木","component","1"
"栾","亦","component","1"
"栾","木","component","2"
"栿","伏","component","2"
"栿","木","component","1"
"桀","木","component","2"
"桀","舛","component","1"
"桁","木","component","1"
"桁","行","component","2"
"桂","圭","component","2"
"桂","木","component","1"
"桃","兆","component","2"
"桃","木","component","1"
"桄","光","component","2"
"桄","木","component","1"
"桅","危","component","2"
"桅","木","component","1"
"框","匡","component","2"
"框","木","component","1"
"桇","如","component","1"
"桇","木","component","2"
"案","安","component","1"
"案","木","component","2"
"桉","安","component","2"
"桉","木","component","1"
"桊","木","component","2"
"桊","龹","component","1"
"桋","夷","component","2"
"桋","木","component","1"
"桌","卜","component","1"
"桌","杲","component","2"
"桍","夸","component","2"
"桍","木","component","1"
"桎","木","component","1"
"桎","至","component","2"
"桏","木","component","1"
"桏","邛","component","2"
"桐","同","component","2"
"桐","木","component","1"
"桑","叒","component","1"
"桑","木","component","2"
"桒","卉","component","1"
"桒","木","component","2"
"桓","亘","component","2"
"桓","木","component","1"
"桔","吉","component","2"
"桔","木","component","1"
"桕","木","component","1"
"桕","臼","component","2"
"桖","木","component","1"
"桖","血","component","2"
"桗","木","component","1"
"桗","朶","component","2"
"桘","木","component","1"
"桙","木","component","1"
"桙","牟","component","2"
"桚","木","component","1"
"桛","木","component","1"
"桜","木","component","1"
"桝","木","component","1"
"桝","舛","component","2"
"桞","木","component","1"
"桞","邜","component","2"
"桟","木","component","1"
"桠","亚","component","2"
"桠","木","component","1"
"桡","尧","component","2"
"桡","木","component","1"
"桢","木","component","1"
"桢","贞","component","2"
"档","当","component","2"
"档","木","component","1"
"桤","岂","component","2"
"桤","木","component","1"
"桥","乔","component","2"
"桥","木","component","1"
"桦","华","component","2"
"桦","木","component","1"
"桧","会","component","2"
"桧","木","component","1"
"桨","木","component","1"
"桩","庄","component","2"
"桩","木","component","1"
"桪","寻","component","2"
"桪","木","component","1"
"桫","木","component","1"
"桫","沙","component","2"
"桬","木","component","2"
"桬","沙","component","1"
"桭","木","component","1"
"桭","辰","component","2"
"桮","否","component","2"
"桮","木","component","1"
"桯","呈","component","2"
"桯","木","component","1"
"桰","木","component","1"
"桱","巠","component","2"
"桱","木","component","1"
"桲","孛","component","2"
"桲","木","component","1"
"桳","木","component","1"
"桴","孚","component","2"
"桴","木","component","1"
"桵","妥","component","2"
"桵","木","component","1"
"桶","木","component","1"
"桶","甬","component","2"
"桷","木","component","1"
"桷","角","component","2"
"桸","希","component","2"
"桸","木","component","1"
"桹","木","component","1"
"桹","良","component","2"
"桺","丣","component","2"
"桺","木","component","1"
"桻","夆","component","2"
"桻","木","component","1"
"桼","木","component","1"
"桼","汆","component","2"
"桽","坐","component","2"
"桽","木","component","1"
"桾","君","component","2"
"桾","木","component","1"
"桿","旱","component","2"
"桿","木","component","1"
"梀","木","component","1"
"梀","束","component","2"
"梁","木","component","1"
"梂","木","component","1"
"梂","求","component","2"
"梃","廷","component","2"
"梃","木","component","1"
"梄","木","component","1"
"梄","酉","component","2"
"梅","木","component","1"
"梅","每","component","2"
"梆","木","component","1"
"梆","邦","component","2"
"梇","弄","component","2"
"梇","木","component","1"
"梈","亨","component","2"
"梈","木","component","1"
"梉","壯","component","2"
"梉","木","component","1"
"梊","折","component","1"
"梊","木","component","2"
"梋","木","component","1"
"梋","肙","component","2"
"梌","余","component","2"
"梌","木","component","1"
"梍","木","component","1"
"梍","皂","component","2"
"梎","木","component","1"
"梎","皀","component","2"
"梏","告","component","2"
"梏","木","component","1"
"梐","坒","component","2"
"梐","木","component","1"
"梑","木","component","1"
"梑","狄","component","2"
"梒","含","component","2"
"梒","木","component","1"
"梓","木","component","1"
"梓","辛","component","2"
"梔","巵","component","2"
"梔","木","component","1"
"梕","忍","component","2"
"梕","木","component","1"
"梖","木","component","1"
"梖","貝","component","2"
"梗","更","component","2"
"梗","木","component","1"
"梘","木","component","1"
"梘","見","component","2"
"梙","串","component","2"
"梙","木","component","1"
"梚","免","component","2"
"梚","木","component","1"
"梛","木","component","1"
"梛","那","component","2"
"梜","夾","component","2"
"梜","木","component","1"
"條","攸","component","1"
"條","木","component","2"
"梞","忌","component","2"
"梞","木","component","1"
"梟","木","component","1"
"梠","呂","component","2"
"梠","木","component","1"
"梡","完","component","2"
"梡","木","component","1"
"梢","木","component","1"
"梢","肖","component","2"
"梣","岑","component","2"
"梣","木","component","1"
"梤","木","component","1"
"梥","穴","component","1"
"梦","夕","component","2"
"梦","木","component","1"
"梧","吾","component","2"
"梧","木","component","1"
"梨","利","component","1"
"梨","木","component","2"
"梩","木","component","1"
"梩","里","component","2"
"梪","木","component","1"
"梪","豆","component","2"
"梫","木","component","1"
"梬","木","component","1"
"梬","甹","component","2"
"梭","夋","component","2"
"梭","木","component","1"
"梮","局","component","2"
"梮","木","component","1"
"梯","弟","component","2"
"梯","木","component","1"
"械","戒","component","2"
"械","木","component","1"
"梱","困","component","2"
"梱","木","component","1"
"梲","兌","component","2"
"梲","木","component","1"
"梳","木","component","1"
"梳","㐬","component","2"
"梴","延","component","2"
"梴","木","component","1"
"梵","凡","component","2"
"梵","木","component","1"
"梶","尾","component","2"
"梶","木","component","1"
"梷","木","component","1"
"梸","利","component","2"
"梸","木","component","1"
"梹","兵","component","2"
"梹","木","component","1"
"梺","下","component","2"
"梺","木","component","1"
"梻","佛","component","2"
"梻","木","component","1"
"梼","寿","component","2"
"梼","木","component","1"
"梽","志","component","2"
"梽","木","component","1"
"梾","木","component","1"
"梾","来","component","2"
"梿","木","component","1"
"梿","连","component","2"
"检","佥","component","2"
"检","木","component","1"
"棁","兌","component","2"
"棁","木","component","1"
"棂","木","component","1"
"棂","灵","component","2"
"棃","木","component","1"
"棅","木","component","1"
"棅","秉","component","2"
"棆","侖","component","2"
"棆","木","component","1"
"棇","忩","component","2"
"棇","木","component","1"
"棈","木","component","1"
"棈","靑","component","2"
"棉","帛","component","2"
"棉","木","component","1"
"棊","其","component","1"
"棊","木","component","2"
"棋","其","component","2"
"棋","木","component","1"
"棌","木","component","1"
"棌","采","component","2"
"棍","昆","component","2"
"棍","木","component","1"
"棎","木","component","1"
"棎","罙","component","2"
"棏","木","component","1"
"棏","㝵","component","2"
"棐","木","component","2"
"棐","非","component","1"
"棑","木","component","1"
"棑","非","component","2"
"棒","奉","component","2"
"棒","木","component","1"
"棓","咅","component","2"
"棓","木","component","1"
"棔","昏","component","2"
"棔","木","component","1"
"棕","宗","component","2"
"棕","木","component","1"
"棖","木","component","1"
"棖","長","component","2"
"棗","朿","component","1"
"棘","朿","component","1"
"棙","戾","component","2"
"棙","木","component","1"
"棚","朋","component","2"
"棚","木","component","1"
"棛","木","component","1"
"棛","育","component","2"
"棜","於","component","2"
"棜","木","component","1"
"棝","固","component","2"
"棝","木","component","1"
"棞","囷","component","2"
"棞","木","component","1"
"棟","木","component","1"
"棟","東","component","2"
"棠","呆","component","2"
"棠","小","component","1"
"棡","岡","component","2"
"棡","木","component","1"
"棢","木","component","1"
"棢","罔","component","2"
"棣","木","component","1"
"棣","隶","component","2"
"棤","昔","component","2"
"棤","木","component","1"
"棥","木","component","1"
"棥","爻","component","2"
"棦","木","component","1"
"棦","爭","component","2"
"棧","戔","component","2"
"棧","木","component","1"
"棨","木","component","1"
"棩","木","component","1"
"棪","木","component","1"
"棪","炎","component","2"
"棫","或","component","2"
"棫","木","component","1"
"棬","卷","component","2"
"棬","木","component","1"
"棭","夜","component","2"
"棭","木","component","1"
"森","木","component","1"
"棯","念","component","2"
"棯","木","component","1"
"棰","垂","component","2"
"棰","木","component","1"
"棱","夌","component","2"
"棱","木","component","1"
"棲","妻","component","2"
"棲","木","component","1"
"棳","叕","component","2"
"棳","木","component","1"
"棴","服","component","2"
"棴","木","component","1"
"棵","木","component","1"
"棵","果","component","2"
"棶","來","component","2"
"棶","木","component","1"
"棷","取","component","2"
"棷","木","component","1"
"棸","取","component","1"
"棸","木","component","2"
"棹","卓","component","2"
"棹","木","component","1"
"棺","官","component","2"
"棺","木","component","1"
"棻","木","component","2"
"棻","芬","component","1"
"棼","分","component","2"
"棼","木","component","1"
"棽","今","component","2"
"棽","木","component","1"
"棾","几","component","2"
"棾","林","component","1"
"棿","兒","component","2"
"棿","木","component","1"
"椀","宛","component","2"
"椀","木","component","1"
"椁","享","component","2"
"椁","木","component","1"
"椂","录","component","2"
"椂","木","component","1"
"椃","木","component","1"
"椃","虎","component","2"
"椄","妾","component","2"
"椄","木","component","1"
"椅","奇","component","2"
"椅","木","component","1"
"椆","周","component","2"
"椆","木","component","1"
"椇","具","component","2"
"椇","木","component","1"
"椈","匊","component","2"
"椈","木","component","1"
"椉","亠","component","1"
"椉","桀","component","2"
"椊","卒","component","2"
"椊","木","component","1"
"椋","京","component","2"
"椋","木","component","1"
"椌","木","component","1"
"椌","空","component","2"
"植","木","component","1"
"植","直","component","2"
"椎","木","component","1"
"椎","隹","component","2"
"椏","亞","component","2"
"椏","木","component","1"
"椐","居","component","2"
"椐","木","component","1"
"椑","卑","component","2"
"椑","木","component","1"
"椒","叔","component","2"
"椒","木","component","1"
"椓","木","component","1"
"椓","豖","component","2"
"椔","木","component","1"
"椔","甾","component","2"
"椕","分","component","2"
"椕","木","component","1"
"椖","房","component","2"
"椖","木","component","1"
"椗","定","component","2"
"椗","木","component","1"
"椘","之","component","2"
"椘","木","component","1"
"椙","昌","component","2"
"椙","木","component","1"
"椚","木","component","1"
"椚","門","component","2"
"椛","木","component","1"
"椛","花","component","2"
"検","木","component","1"
"検","㑒","component","2"
"椝","木","component","2"
"椝","规","component","1"
"椞","木","component","2"
"椞","析","component","1"
"椟","卖","component","2"
"椟","木","component","1"
"椠","斩","component","1"
"椠","木","component","2"
"椡","到","component","2"
"椡","木","component","1"
"椢","国","component","2"
"椢","木","component","1"
"椣","典","component","2"
"椣","木","component","1"
"椤","木","component","1"
"椤","罗","component","2"
"椥","木","component","1"
"椥","知","component","2"
"椦","劵","component","2"
"椦","木","component","1"
"椧","命","component","2"
"椧","木","component","1"
"椨","府","component","2"
"椨","木","component","1"
"椩","庚","component","2"
"椩","木","component","1"
"椪","並","component","2"
"椪","木","component","1"
"椫","单","component","2"
"椫","木","component","1"
"椬","宜","component","2"
"椬","木","component","1"
"椭","木","component","1"
"椭","陏","component","2"
"椮","参","component","2"
"椮","木","component","1"
"椯","木","component","1"
"椯","耑","component","2"
"椰","木","component","1"
"椰","耶","component","2"
"椱","复","component","2"
"椱","木","component","1"
"椲","木","component","1"
"椲","韋","component","2"
"椳","木","component","1"
"椳","畏","component","2"
"椴","木","component","1"
"椴","段","component","2"
"椵","叚","component","2"
"椵","木","component","1"
"椶","木","component","1"
"椶","㚇","component","2"
"椷","咸","component","2"
"椷","木","component","1"
"椸","施","component","2"
"椸","木","component","1"
"椹","木","component","1"
"椹","甚","component","2"
"椺","保","component","2"
"椺","木","component","1"
"椻","匽","component","2"
"椻","木","component","1"
"椼","木","component","1"
"椼","衍","component","2"
"椽","彖","component","2"
"椽","木","component","1"
"椾","前","component","2"
"椾","木","component","1"
"椿","春","component","2"
"椿","木","component","1"
"楀","木","component","1"
"楀","禹","component","2"
"楁","客","component","2"
"楁","木","component","1"
"楂","木","component","1"
"楂","查","component","2"
"楃","屋","component","2"
"楃","木","component","1"
"楄","扁","component","2"
"楄","木","component","1"
"楅","木","component","1"
"楅","畐","component","2"
"楆","木","component","1"
"楆","要","component","2"
"楇","咼","component","2"
"楇","木","component","1"
"楈","木","component","1"
"楈","胥","component","2"
"楉","木","component","1"
"楉","若","component","2"
"楊","昜","component","2"
"楊","木","component","1"
"楋","剌","component","2"
"楋","木","component","1"
"楌","彦","component","2"
"楌","木","component","1"
"楍","木","component","1"
"楎","木","component","1"
"楎","軍","component","2"
"楏","奎","component","2"
"楏","木","component","1"
"楐","木","component","1"
"楐","界","component","2"
"楑","木","component","1"
"楑","癸","component","2"
"楒","思","component","2"
"楒","木","component","1"
"楓","木","component","1"
"楓","風","component","2"
"楔","契","component","2"
"楔","木","component","1"
"楕","木","component","1"
"楖","即","component","2"
"楖","木","component","1"
"楗","建","component","2"
"楗","木","component","1"
"楘","敄","component","1"
"楘","木","component","2"
"楙","木","component","1"
"楙","矛","component","2"
"楚","木","component","1"
"楚","疋","component","2"
"楛","木","component","1"
"楛","苦","component","2"
"楜","木","component","1"
"楜","胡","component","2"
"楝","木","component","1"
"楝","柬","component","2"
"楞","木","component","1"
"楟","亭","component","2"
"楟","木","component","1"
"楠","南","component","2"
"楠","木","component","1"
"楡","兪","component","2"
"楡","木","component","1"
"楢","木","component","1"
"楢","酋","component","2"
"楣","木","component","1"
"楣","眉","component","2"
"楤","怱","component","2"
"楤","木","component","1"
"楥","木","component","1"
"楥","爰","component","2"
"楦","宣","component","2"
"楦","木","component","1"
"楧","木","component","1"
"楧","英","component","2"
"楨","木","component","1"
"楨","貞","component","2"
"楩","便","component","2"
"楩","木","component","1"
"楪","木","component","1"
"楪","枼","component","2"
"楫","咠","component","2"
"楫","木","component","1"
"楬","曷","component","2"
"楬","木","component","1"
"業","业","component","1"
"楮","木","component","1"
"楮","者","component","2"
"楯","木","component","1"
"楯","盾","component","2"
"楰","木","component","1"
"楰","臾","component","2"
"楱","奏","component","2"
"楱","木","component","1"
"楲","威","component","2"
"楲","木","component","1"
"楳","木","component","1"
"楳","某","component","2"
"楴","帝","component","2"
"楴","木","component","1"
"極","亟","component","2"
"極","木","component","1"
"楶","呆","component","2"
"楶","次","component","1"
"楷","木","component","1"
"楷","皆","component","2"
"楸","木","component","1"
"楸","秋","component","2"
"楹","木","component","1"
"楹","盈","component","2"
"楺","木","component","1"
"楺","柔","component","2"
"楻","木","component","1"
"楻","皇","component","2"
"楼","娄","component","2"
"楼","木","component","1"
"楽","木","component","1"
"楾","木","component","1"
"楾","泉","component","2"
"楿","木","component","1"
"楿","香","component","2"
"榀","品","component","2"
"榀","木","component","1"
"榁","室","component","2"
"榁","木","component","1"
"概","既","component","2"
"概","木","component","1"
"榃","木","component","1"
"榃","田","component","2"
"榄","木","component","1"
"榄","览","component","2"
"榅","昷","component","2"
"榅","木","component","1"
"榆","俞","component","2"
"榆","木","component","1"
"榇","亲","component","2"
"榇","木","component","1"
"榈","木","component","1"
"榈","闾","component","2"
"榉","举","component","2"
"榉","木","component","1"
"榊","木","component","1"
"榊","神","component","2"
"榋","木","component","1"
"榌","木","component","1"
"榌","飛","component","2"
"榍","屑","component","2"
"榍","木","component","1"
"榎","夏","component","2"
"榎","木","component","1"
"榏","木","component","1"
"榏","益","component","2"
"榐","展","component","2"
"榐","木","component","1"
"榑","尃","component","2"
"榑","木","component","1"
"榒","弱","component","2"
"榒","木","component","1"
"榓","木","component","1"
"榔","木","component","1"
"榔","郎","component","2"
"榕","容","component","2"
"榕","木","component","1"
"榖","木","component","1"
"榗","晉","component","2"
"榗","木","component","1"
"榘","木","component","2"
"榘","矩","component","1"
"榙","木","component","1"
"榙","荅","component","2"
"榚","木","component","1"
"榚","羔","component","2"
"榛","木","component","1"
"榛","秦","component","2"
"榜","旁","component","2"
"榜","木","component","1"
"榝","木","component","1"
"榝","殺","component","2"
"榞","原","component","2"
"榞","木","component","1"
"榟","宰","component","2"
"榟","木","component","1"
"榠","冥","component","2"
"榠","木","component","1"
"榡","木","component","1"
"榡","素","component","2"
"榢","家","component","2"
"榢","木","component","1"
"榣","木","component","1"
